Spotify ID,Title,Artist,Album,Release Date
5hdYej7Fe1GENd13QkPyGE,Telugu Desam Party,"Vandemataram Srinivas, Chorous",Rowdy Darbar,2014-08-01
5aPd02MxBp83sxjDIH5dG7,Na Cheli Rojave,A.R. Rahman,Roja - Telugu Film Tunes,2014-08-31
1NSy3dYHCfS9XRzMcrLvmj,Legend,Devi Sri Prasad,Legend (Telugu),2014-03-07
6sGJxdh9rZWdlhvgJrhgOh,Paruvam Vanaga,A.R. Rahman,Roja - Telugu Film Tunes,2014-08-31
2bcuZ0cUCQzprehz1Qa06b,Kadali Randi,S. P. Balasubrahmanyam,Swara Bharateeyam (Telugu),2014-06-03
1fa2DNp8htgZxewkpXjWE5,Chinna Chinna Aasha,A.R. Rahman,Roja - Telugu Film Tunes,2014-08-31
3b9sai2ScJb7CzQxH2iQGY,Vinaraa Vinaraa,A.R. Rahman,Roja - Telugu Film Tunes,2014-08-31
1desadISa2fsjR3UfymXKs,Nuvvo Sagam Neno Sagam (Male),"Dharan Kumar, Abhay Jodhpurkar, Krishna Chaitanya",Aaha Kalyanam - Telugu,2014-01-27
3S7Ys6ujG8qO8dW4NEnT5M,Bantureethi Koluvu - Hamsanaadam - Adi,Saindhavi,Classic Telugu Kritis,2014-11-18
5YBoT0G1DfTrMhqXTX4kEi,Bang Bang,"Neeti Mohan, Benny Dayal",Bang Bang - Telugu (Original Motion Picture Soundtrack),2014-09-15
1jjZ4BGCflIGXSDzLy7oJu,Lasku Tapa,"Sagar, Malathy",Legend (Telugu),2014-03-07
0Txfo0rDompkmuNOHz96Ac,Honeyae Honeyae,"Dharan Kumar, Naresh Iyer, Rakendu Mouli, Krishna Chaitanya",Aaha Kalyanam - Telugu,2014-01-27
3p4JW5oopLH9CRr7z2UiBk,The Punch Song,"Dharan Kumar, M.M.Manasi, Nivas, Krishna Chaitanya",Aaha Kalyanam - Telugu,2014-01-27
0y2ZVCacvoYrSa6kONump9,Nuvvo Sagam Neno Sagam (Female),"Dharan Kumar, Shakthisree Gopalan, Krishna Chaitanya",Aaha Kalyanam - Telugu,2014-01-27
1chdRzdVGmnXWSFRmLCqki,Nagamani Nagamani,A.R. Rahman,Roja - Telugu Film Tunes,2014-08-31
1OCzI9JV1QvXRtpakIBqXM,Urumu Mundo,"Dharan Kumar, Shweta Mohan, Naresh Iyer, Krishna Chaitanya",Aaha Kalyanam - Telugu,2014-01-27
06KFtHQ49z0cZ3KoF3xaeg,Joseph Stalin Theme,Obscure India,Telugu Communist Music,2014-06-03
