Spotify ID,Title,Artist,Album,Release Date
18VgGAOO8j5Ed6iMuoIBAr,Avva Kano Kannada,S. P. Balasubrahmanyam,Pallakki (Original Motion Picture Soundtrack),2007-12-14
0tTgsSkRKJMBq9Bb2bX1mR,"Engeyum Eppothum - From ""Polladhavan""","G. V. Prakash, Yogi. B, Kaviyarasu Kannadasan, Yugabharathi, S. P. Balasubrahmanyam, Sunitha Sarathy","Engeyum Eppothum (From ""Polladhavan"")",2007
1liWaoQX8sbkYPqemfG5Tv,Laanga Daavani Etta Hoytte Colleje Hudugiraa,Kannada Kumar,Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
3ckWpKl2vC8UpACpZZaqGr,Kannadachu Thurakumbol,Kester,"Hits of Kester, Vol. 1",2007-07-01
6QQSVvZM5a3qqn9DRiqt87,Kannada Nadina,Shamitha Malnad,Navagraha Theerta,2007
1xXNTE70jVckVkrJfawfCV,Ootu Kelake Bandavre Kane Motakka,"Kannada Kumar, Sunitha",Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
2yB5X6ANyKHodOVRHoRRHJ,Aadav Karma Kannada,S. P. Balasubrahmanyam,Sri Shivaaparadha Kshamapana Sthothiram,2007-10-31
6XLFrokgJ89zLWHNOIdgwC,Kannada Treasure,Splendor of Yoga,Eternal Love: Best of South Indian Devotional Music,2007-01-01
4shEwfnK7KrKrLmHj59KhA,Madve Madkond Haalaagogaabadroo Tamma,"Kannada Kumar, Archana Udupa",Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
7Mwut8vTiHoIRsoWSaJCnS,Sadaashiva Ond Padaava Helutini,"Kannada Kumar, Sujatha Dutt",Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
7zkOCIDO0267TGloVpB95S,Jillaa Pachaytti Tumbaa Jigane Nodanna,"Kannada Kumar, Sujatha Dutt",Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
3x5Iy7a1KPw0eUon81QkmW,Maagadi Gandu Maddur Hudugi,Kannada Kumar,Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
2Uz2mnaJ8klhAHNw538D6p,Sogasujooda - Raga: Kannadagowla; Tala: Rupakam,M. Balamuralikrishna,Great Masters - Dr.M. Balamuralikrishna (Ii),2007-01-01
12YmWbYvIkNLw89vzPQHvk,Tavarina Runavindu Tiritu Annayaya,Kannada Kumar,Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
7zooD7zxljQH5Nr496JcII,Kannada Srikanth,Badri Prasad,Namma Prithige Jaya,2007-06-08
3pDRCtvobEMww4VQpvWhru,Pralayavaaytadante Hudugaa Preeti Maadubaa,Kannada Kumar,Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
1uaabzRZH68K6WbyIBNwAa,Hullikaal Ur davale Upnesru Maadavale,Kannada Kumar,Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
1B5dKamq5L8hhJxgLkKwPp,Kannadanaadina Punya,Shamitha Malnad,Karunaada Siri Kuravatti Basavanna,2007
63LptOKOJpNbQABFzaBbfc,Yakkaa Nin Magalu Nange Chikkolaagalva,"Manjula Gururaj, Kannada Kumar",Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
0WUQhvPrbnyM8a4Zwt4566,Tangyavva Galagalane Alabyaada Tavarina runava,Kannada Kumar,Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
2s6xZGBULsPLYeJmK07wYv,Suggiyu Bandaite Higgaanu Tandaite,Kannada Kumar,Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
4GtRPHabrV2k0FxxFn1RDA,Saptha Swara Chanting Kannada,S. P. Balasubrahmanyam,Sri Shivaaparadha Kshamapana Sthothiram,2007-10-31
3OKfXsD2PtX4UqMwpryqqM,Aruna Kirana Teja Maruti,Sri Ganapathy Sachchidananda Swamiji,Naadaanjaneya (Kannada),2007-07-31
4WcTawzGwbS1MtqEe459zA,Mindri Kelsa Maadoorella Ministraaitare,"B R Chaaya, Kannada Kumar",Akkanamagalu - Uyyaloo Dangooravaa,2007-09-08
4AKRjc5rgNb1s5gxQRiNej,En Vaanilay,Jency,Kaviyarasu Kannadasan Tamil Film Songs,2007-01-01
0HtzGvMo5TD8OvfCg1A6i7,Sogasujuda Tharama - Kannada Gowla,Bombay Jayashri,Confluence Of Elements,2007-09-30
3H9H0f6SXjSQNxy5t5YAC4,Azhagiya Kanne,S. Janaki,Kaviyarasu Kannadasan Tamil Film Songs,2007-01-01
5XruVV9Xu0hjXZ0TtMCDmx,Vademale Hakuve,Sri Ganapathy Sachchidananda Swamiji,Naadaanjaneya (Kannada),2007-07-31
7KEefowFH5pWZhuzEggJkq,Kurudanige Kannadavane,"Shamitha Malnad, Ajay Warriar",Omkara Roopa Sri Saibaba,2007-10-09
