name,album,artist,id,release_date,popularity,mood,lyrics_available,duration_ms,tempo,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,key,mode,time_signature
Og Sambavam,Good Bad Ugly [TAMIL],"G. V. Prakash, Adhik Ravi Chandran, Vishnu Edavan",0PUsbQjwaYos1H2zRHOaJD,2025-04-10,60,energetic,True,60000,127.8409090909091,0.0011990958247556,0.3090288289026395,1.0,0.0269200559705495,1.0,-19.652052,0.09262381,0.3781557349545085,4,1,7
God Bless U,Good Bad Ugly [TAMIL],"Anirudh Ravichander, Paal Dabba, G. V. Prakash, Rokesh",29LS3SQD2KdQDRqYCP0yS5,2025-04-10,59,energetic,False,60000,86.53846153846153,0.0008280194505184,0.2898638332352026,1.0,0.0,1.0,-15.892996,0.076907426,0.3180436264032562,0,1,7
Ak - The Tiger,Good Bad Ugly [TAMIL],"Darkkey, G. V. Prakash",6XyeIcCT97drM5lzi9Pq88,2025-04-10,59,energetic,True,60000,82.72058823529412,0.0011931531803815,0.2609835508409616,1.0,0.2102995216846466,1.0,-13.106284,0.06638353,0.412110055600338,4,1,7
Ranagalam,Good Bad Ugly [TAMIL],"Smith Asher, Nixen, G. V. Prakash",14x5ptixA4uglhogqrdpFU,2025-04-10,65,energetic,True,60000,110.29411764705884,0.0011789683308886,0.3744199815866068,1.0,0.2230048477649688,1.0,-15.229451,0.072801374,0.4317462568075472,4,1,7
Og Sambavam,Good Bad Ugly [TAMIL],"G. V. Prakash, Adhik Ravi Chandran, Vishnu Edavan",0PUsbQjwaYos1H2zRHOaJD,2025-04-10,60,energetic,True,60000,127.8409090909091,0.0011990958247556,0.3090288289026395,1.0,0.0269200559705495,1.0,-19.65205192565918,0.0926238074898719,0.3781557349545085,4,1,7
God Bless U,Good Bad Ugly [TAMIL],"Anirudh Ravichander, Paal Dabba, G. V. Prakash, Rokesh",29LS3SQD2KdQDRqYCP0yS5,2025-04-10,59,energetic,False,60000,86.53846153846153,0.0008280194505184,0.2898638332352026,1.0,0.0,1.0,-15.892995834350586,0.0769074261188507,0.3180436264032562,0,1,7
Ak - The Tiger,Good Bad Ugly [TAMIL],"Darkkey, G. V. Prakash",6XyeIcCT97drM5lzi9Pq88,2025-04-10,59,energetic,True,60000,82.72058823529412,0.0011931531803815,0.2609835508409616,1.0,0.2102995216846466,1.0,-13.106284141540527,0.0663835331797599,0.412110055600338,4,1,7
Ranagalam,Good Bad Ugly [TAMIL],"Smith Asher, Nixen, G. V. Prakash",14x5ptixA4uglhogqrdpFU,2025-04-10,65,energetic,True,60000,110.29411764705884,0.0011789683308886,0.3744199815866068,1.0,0.2230048477649688,1.0,-15.229451179504396,0.072801373898983,0.4317462568075472,4,1,7
"Pathikichu (From ""Vidaamuyarchi"")","Pathikichu (From ""Vidaamuyarchi"")","Anirudh Ravichander, Yogi Sekar, Amogh Balaji",28rtWBDUGP8JLEuJ57cwdv,2025-01-19,73,energetic,True,60000,152.02702702702703,0.0009689467887164,0.3166793785271507,1.0,0.0,1.0,-12.776360511779783,0.078618012368679,0.4054802155380277,2,1,7
"Arena (From ""TEST"")","Arena (From ""TEST"")","Yogi B, Shakthisree Gopalan",6iezfKAXRLprXcICgFtIkc,2025-03-10,45,energetic,True,60000,108.17307692307692,0.001670481225278,0.3269757251488624,0.8424068689346313,0.0,1.0,-25.82530403137207,0.075310431420803,0.3087286566839601,9,1,7
Birth of Dragon,Dragon (Original Score),Leon James,3os9yPh7n79Wk1UNPvY8CJ,2025-03-20,50,energetic,True,60000,181.4516129032258,0.0010408939233764,0.3795705416259332,1.0,0.0,1.0,-19.449769973754883,0.0998872146010398,0.2996564056983068,4,1,7
Gumthalakadi Gala Gala,Dragon (Original Score),Leon James,3CaQ7uPo5xOIFLXpL1HZLg,2025-03-20,58,energetic,True,60000,160.71428571428572,0.001163887855219,0.2135848592194721,1.0,0.0,1.0,-13.96452808380127,0.0712587237358093,0.2076691809297192,4,1,7
College Suspension,Dragon (Original Score),Leon James,3AuyiKO6WlwN3FwMxTqEfP,2025-03-20,33,energetic,False,60000,90.7258064516129,0.0014880399453735,0.2677562183389619,1.0,0.0475212112069129,1.0,-17.334331512451172,0.077200099825859,0.2533544763445475,4,1,7
