Spotify ID,Title,Artist,Album,Release Date
7pHcTNj2amSkrb4xzVGqxo,Non-Stop Tamil Remix,"A.R. Rahman, Harris Jayaraj, Yuvan Shankar Raja, Anirudh Ravichander, Shankar Mahadevan",Non-Stop Tamil Remix,2015-04-22
4gOeFRw8uGdfOUUyaoGOLB,Maya O Maya,Karthik,Tamilselvanum Thaniyar Anjalum (Original Motion Picture Soundtrack),2015-09-08
5vJcr9jMdNTrtLfytgSAkL,"Ae Maanpuru Mangaiyae [From ""Guru (Tamil)""]","A.R. Rahman, Srinivas, Sujatha, Mohammed Aslam",Evergreen Tamil Duets,2015-05-20
0ILPJhvliKjxlyd5CdZ4I3,"Nannare (From ""Guru [Tamil]"")","A.R. Rahman, Shreya Ghoshal, Uday Mazumdar",2008 Top Tamil Hits,2015-06-15
1dphRc9TcxN1ppL7tAnPlK,"Mayya Mayya (From ""Guru [Tamil]"")","A.R. Rahman, Chinmayi, Mariam Toller, Keerthi Sagathia",2008 Top Tamil Hits,2015-06-15
1hAVHeXdQ3kGRP8ESzZZuH,"Kalasala Kalasala (From ""Osthe"")","Thaman S, L. R. Eswari, T. Rajendar, Solar Sai",Playback: Justu Kuthu - Best Tamil Folk Songs,2015-02-12
32ENSq7GY8hAs94pRgZrGT,"Neduvaali (From ""Osthe"")","Thaman S, Rahul Nambiar, Mahathi",Playback: Justu Kuthu - Best Tamil Folk Songs,2015-02-12
5tuyIT7THWBVIono5JfY0x,"Innum Enna Thozha (From ""7 Aum Arivu"")","Harris Jayaraj, Balram, Naresh Iyer, Suchith Suresan",Playback: Nenjae Yezhu - Tamil Songs That Inspire,2015-02-12
0M4eFicaOdvHLY59MPI50Z,Thai Tamil,WowKidz,50 Top Tamil Nursery Rhymes,2015-05-08
4oWB4rfvtIucYpK9ZhwRdf,"Po Nee Po (From ""3 [Tamil]"") - The Pain of Love","Anirudh Ravichander, Mohit Chauhan",Playback: Oh Nenje - Tamil Songs for the Broken Soul,2015-02-12
5cz2kttdC0ZjgApXHpGFer,"Pondatti (From ""Osthe"")","Thaman S, Silambarasan TR",Playback: Kaadhal Galatta - Fun Tamil Love Songs,2015-02-12
4Rs1hC8OpkW71h07vUFjk0,"Yamma Yamma (From ""7 Aum Arivu"")","Harris Jayaraj, S. P. Balasubrahmanyam",Playback: Oh Nenje - Tamil Songs for the Broken Soul,2015-02-12
6RzRiSJL3QVZlyjA7NJPXC,"Come On Girls (From ""3 [Tamil]"") - The Celebration of Love","Anirudh Ravichander, Nadisha Thomas, MALIII",Playback: Justu Kuthu - Best Tamil Folk Songs,2015-02-12
6e8jskwAgENbqZ62cZaiyU,"Ava Enna (From ""Vaaranam Aayiram"")","Harris Jayaraj, Karthik, VV Prassanna",2008 Top Tamil Hits,2015-06-15
5C1G1Gone0KvNwq4B2ERj2,"Nee Paartha Vizhigal (From ""3 [Tamil]"") - The Touch of Love","Anirudh Ravichander, Vijay Yesudas, Shweta Mohan",Playback: Pure Kaadhal - Enchanting Tamil Love Songs,2015-02-12
4Fql6DdKowX7S2ME4q2eTD,"Oh Baby Girl (From ""Maalai Pozhudhin Mayakathilaey"")","Achu, Hemachandra Vedala",Playback: Dance Machi Dance - The Ultimate Tamil Dance Collection,2015-02-12
2nW9NWmsYwYBo7xhiv8YEp,"Mukundha Mukundha (From ""Dasavathaaram [Tamil]"")","Himesh Reshammiya, Sadhana Sargam, Kamal Haasan",2008 Top Tamil Hits,2015-06-15
7d9bzmtNEQP4IOo4Q4yjP8,"Sirippu En (From ""Anjaan"")","Yuvan Shankar Raja, M.M.Manasi",Playback: Justu Kuthu - Best Tamil Folk Songs,2015-02-12
3v7LK5yJdg2k3PGm6mvnJl,"Kangal Irandal (From ""Subramaniapuram"")","James Vasanthan, Bellie Raj, Deepa Miriam",2008 Top Tamil Hits,2015-06-15
63BthC2sY7zyEsVBnUm7U2,"Idhazhin Oram (From ""3 [Tamil]"") - The Innocence of Love","Anirudh Ravichander, Ajesh",Playback: Kaadhal Galatta - Fun Tamil Love Songs,2015-02-12
4jV5uXst2Heg7Jxn80tKCo,"Kani Mozhiyae (From ""Irandaam Ulagam"")","Harris Jayaraj, Karthik",Playback: Pure Kaadhal - Enchanting Tamil Love Songs,2015-02-12
4mTDSVxVQYa3GAZvExKcAe,"Yennai Arindhaal (From ""Yennai Arindhaal"")","Harris Jayaraj, Devan Ekambaram, Mark Thomas, Abhishek",Playback: Nenjae Yezhu - Tamil Songs That Inspire,2015-02-12
0o5jdM1poHxpC6kwAPeUET,"Ulaga Nayagan (From ""Dasavathaaram [Tamil]"") - Come Dance With Me","Himesh Reshammiya, Vineet Singh",2008 Top Tamil Hits,2015-06-15
1mhSxDdt2qCH8mAV9Bmgu6,"A Life Full of Love Theme (From ""3 [Tamil]"") - Instrumental","Anirudh Ravichander, The Chennai Strings Orchestra",Playback: Soulful Instrumentals - Soul Stirring Tamil Instrumentals,2015-02-12
