Spotify ID,Title,Artist,Album,Release Date
2Bj3ubF0WFy9ZzbqO5lwTy,Payal - Hindi,"Prashant Jha, Monty Sikka, Nirmal Singh",Payal (Hindi),2018-10-19
5YM1e7qxBFS2EPORdjJbjm,Petta Theme - Instrumental,Anirudh Ravichander,Petta (Hindi) [Original Motion Picture Soundtrack],2018-12-20
6eqoQ2ui3ZdlH1TsHk78pf,Mass Marudaan,"Anirudh Ravichander, Mano",Petta (Hindi) [Original Motion Picture Soundtrack],2018-12-20
1b6ACHubfj53o3YPN4bfRc,Cham Cham Karta Hai,Vaishali Samant,Retro Hits Hindi Pop,2018-08-01
0uAsopQoG5In0uxXlAzCK3,Aika Dajiba,Vaishali Samant,Retro Hits Hindi Pop,2018-08-01
6MiOd5jus3iPPLw8Sw57ud,Kaala (Hindi) Teaser Theme,"Dope Daddy, MC Mawali, Santhosh Narayanan, Swadesi",Kaala Karikaalan (Original Motion Picture Soundtrack),2018-03-02
08Fa0EoUm6pQ30YhS4Be03,Aaplya Love Storycha Hindi Picture,"Mangesh Chavan, Kavita Ram",Aaplya Love Storycha Hindi Picture,2018-11-21
3dPYpr9xdbUGL0sbffimg1,Suraiyya,"Ajay-Atul, Vishal Dadlani, Shreya Ghoshal, Amitabh Bhattacharya",Thugs of Hindostan - Hindi,2018-10-31
3aDEjwFBo2C16S8UhQcYvK,Kal Meri Saiyan Ne,Vaishali Samant,Retro Hits Hindi Pop,2018-08-01
6MnEcyd29dZVBvtNzlcUes,Om Jai Jagdish Hare,Sanjeevani Bhelande,Popular Hindi Bhajan,2018-10-10
6GdKxo2s2r0pdR6xGVSKMg,"Hindilla Mundilla (From ""Dhool"")",Karthik,Amma Loosa V.Harikrishna Hits,2018-11-09
3guUvE3jqCp6zhgW9dABvY,Vashmalle,"Ajay-Atul, Sukhwinder Singh, Vishal Dadlani, Amitabh Bhattacharya",Thugs of Hindostan - Hindi,2018-10-31
6HUFd1BMFFTqitj5ogSK93,Ho Na Ho Kal,Vaishali Samant,Retro Hits Hindi Pop,2018-08-01
0FY0af4Mw2BbRHcfsAbL7x,Rang Birangi Titliyaan,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
0xH4r6bFTffjyAD6lQfJ3m,"Hindilla Mundilla (From ""Dhool"")",Karthik,Yogaraj Bhat Special Hits,2018-10-08
2gbUdSujGDgrQjZYrJxBoJ,Manzoor-e-Khuda,"Ajay-Atul, Shreya Ghoshal, Sunidhi Chauhan, Sukhwinder Singh, Amitabh Bhattacharya",Thugs of Hindostan - Hindi,2018-10-31
3S9E5uoKoa5UgNxuv8itJr,Raghupati Raghav Raja Ram,Ketan Patwardhan,Popular Hindi Bhajan,2018-10-10
0VbFsMSgmNsJlc96ONCNf0,Shri Ram Jai Ram Jai Jai Ram,"Ketan Patwardhan, Ketaki Bhave Joshi",Popular Hindi Bhajan,2018-10-10
7JSkcOX6qVfb1GDMXqhddS,Gaon,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 3",2018-09-28
4bg5KqBk1F9N7DOYSaU3iH,Nazar Sarsari,Darshan Raval,Petta (Hindi) [Original Motion Picture Soundtrack],2018-12-20
0OA8SYsR5DcRv0ctxXz7xI,Ek Ek Yadi Ped Lagao,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
20C5YRmdMTn9Lw3MnYpGCq,Tu Tu Hai Wohi - The Unwind Mix,"Jonita Gandhi, Ajay Singha",Jonita Gandhi - Hindi Love Songs,2018
6ielm1ylkXmk7nmzc5nky7,Doctor Uncle,Vipin Heero,Hindi Rhymes with Vipin,2018-08-24
6jqw9zED2qrbh8LEqmLubM,Mahadguru Hindile,Rahana,Hit New Mappilappattu Songs,2018-08-26
5tSgb2PiCfL6tjiImKIZJy,Chuk Chuk Railgadi,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 2",2018-07-06
1zW5JjEyZv0QbLDWBRfoCT,Ek Kauwa Pyasa Tha,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
5yWQ5H0P6lX0PM9L5XffT3,Sher Jungle Ka Raja,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
50r6HvR7MSm8C161tls4Y7,Rangaa Re Hindi,"Amit Trivedi, Sunidhi Chauhan",Fitoor (Original Motion Picture Soundtrack),2018-05-15
0Fa6byioTsvK9H19pCPRbW,Billi,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 3",2018-09-28
3qf796ikUZvdYraUJOp7WZ,Agar Ped Bhi,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
5yUhfyt3oNPZwA6zZTUPkK,Billi Mausi,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
4zcNg4w0Kvrd1zGlV9ZCgF,Aaloo Kachaloo,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 2",2018-07-06
4p2ZNSjcz3WGm9A51JE6VT,Main Tota,Kids Channel India,Main Tota & Top Hindi Rhymes,2018
5gjiORWVz2GnClHjX0glhd,Chanda Mama,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 2",2018-07-06
0MvBiXGo6ZDR2q5feDCsbm,Parshvanath Stuti - Tumse Lagi Lagan,"Arohi Anil Agarkar, Ragreshree Anil Agarkar",Hindi Festivals Special Bhajan,2018-12-26
31a4qgW8SvKf5zXi7h62Om,Machli Jal Ki Rani Hai,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
0Bqu8nB8NqVJO1HCJ72LrA,Machli Jal Ki Rani,Kids Channel India,Main Tota & Top Hindi Rhymes,2018
2HVfxSEhmOPokuVlyq2iMl,Hathi Raja,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
3Gr0xsM9q1e31EDLKQuwCx,Chidiya Rani,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 1",2018-06-29
4DabL8VMsVIN7fVxncPfZB,Ghar,Sreejoni Nag,"Sony Music Kids: Popular Hindi Rhymes for Kids, Vol. 2",2018-07-06
