Spotify ID,Title,Artist,Album,Release Date
0q1BxZv5UL4eIXLpadSSQk,Tamil Gaana 2012,"Dj Shainth, Dj Sparkx",Tamil Gaana 2012,2012-11-20
2H57TfMSw47t14ltC9mIAp,Tamil Theriyum,Hiphop Tamizha,Hiphop Tamizhan,2012-08-14
3cKMq4aFrfWV0DQzYbaxdi,Unnai Kaanadhu Naan,"Shankar-Ehsaan-Loy, Kamal Haasan, Shankar Mahadevan",Vishwaroopam (Tamil) [Original Motion Picture Soundtrack],2012-12-07
0FXpen3MwL6KhNaA62Uirq,Karpoora Nayagiye,L. R. Eswari,Tamil Basic Devotional Songs Vol.2,2012-02-02
6OY61mofLDKA76sfce1ads,Vishwaroopam,"Shankar-Ehsaan-Loy, Suraj Jagan",Vishwaroopam (Tamil) [Original Motion Picture Soundtrack],2012-12-07
0MnaFgYkGFNGW5vfGyL0rD,Manadhodu Paesum,"Sreejith - Saachin, Aalaap Raju",Shivani (Tamil) [Original Motion Picture Soundtrack],2012-12-07
065s0Z3IpxSJx7dVgSiR3w,Vandiyila Nellu Varum,La Pongal,Project 1: Contemporary Tamil Folk Music,2012-01-14
7AY6oGOcNRn3OBfuI5CTRH,Vishwaroopam - Remix by Shane Mendonsa,"Shankar-Ehsaan-Loy, Suraj Jagan",Vishwaroopam (Tamil) [Original Motion Picture Soundtrack],2012-12-07
3dSJHuqgWLuIMOZL5IGmBx,Come Come Come Karuppu Lady,"Sreejith - Saachin, Gana Ulaganathan, Hyde Karty",Shivani (Tamil) [Original Motion Picture Soundtrack],2012-12-07
223nGEUNju5yfso1v5MXNk,Anu Vidhaiththa Boomiyile,"Shankar-Ehsaan-Loy, Kamal Haasan, Nikhil D'Souza",Vishwaroopam (Tamil) [Original Motion Picture Soundtrack],2012-12-07
7693qHApafD7yKHJqLPw2v,Manadhodu Paesum - Reprise,"Sreejith - Saachin, Shweta Mohan",Shivani (Tamil) [Original Motion Picture Soundtrack],2012-12-07
3USYdPZSH1Ihg4JUHhu6Z4,Ullam Uruguthaiah Part 2,T. M. Soundararajan,Tamil Basic Devotional Songs Vol.4,2012-02-02
0LVJYn9O98egXdFNGCoB79,Velavanin,Raja Raja Cholan,Tamil Basic Devotional Songs Vol.1,2012-02-02
4Y0SucVhM50h7Leu3XP1eU,Ayyane Nin Saranam,A. R. Ramani Ammal,Tamil Basic Devotional Songs Vol.4,2012-02-02
4SbftzpHeS3VzNBjINuzkd,Adhavan Uthikkummun,"L. R. Eswari, Tape Radhamanickam",Tamil Basic Devotional Songs Vol.1,2012-02-02
5DuoKfAUh7KKrgnmb5MPWM,Sri Pancha Mugha Lakshmi Nrusimha Suprabhatham - Tamil,Bombay Saradha,Sri Pancha Mugha Lakshmi Nrusimha Suprabhatham,2012-06-07
3KBBf3cPaRX08z2fuihYYp,Swamiye Saranamaiyya,A. R. Ramani Ammal,Tamil Basic Devotional Songs Vol.2,2012-02-02
1wAKSKBEsBgbI1bH8scQCb,Thuppaki Engal Tholile,"Shankar-Ehsaan-Loy, Kamal Haasan, Benny Dayal",Vishwaroopam (Tamil) [Original Motion Picture Soundtrack],2012-12-07
2tubmGR6p8nKVNoDdYKeiJ,Parama Pavana Krishna,T. M. Soundararajan,Tamil Basic Devotional Songs Vol.3,2012-02-02
1JiGXKHKxQvz4PgAGbxfit,Aadum Karagam - Bangalore Ar Ramani Ammal,A. R. Ramani Ammal,Tamil Basic Devotional Songs Vol.4,2012-02-02
0nspgp6xYHT7dWKNhhhmzj,Thenpazhani Devanadi Kannamma,A. R. Ramani Ammal,Tamil Basic Devotional Songs Vol.4,2012-02-02
2Z8HYlaanWP1z3fAFkO7qm,Pongal Parai,La Pongal,Project 1: Contemporary Tamil Folk Music,2012-01-14
4yJqgjO3MsKbYIeQEn17Oo,Ramanamathai Salbavan Evano,T. M. Soundararajan,Tamil Basic Devotional Songs Vol.3,2012-02-02
