Spotify ID,Title,Artist,Album,Release Date
4badUXHvRw0KWuxZ3pPQXj,Dorasani - Telugu Version,"Ramu Singer, Rajendhar Konda, Munna Bhai",Dorasani (Telugu Version),2022-08-09
2mldMnu7kHSm4l5se4Zo7Y,Vikram Title Track - Telugu,"Anirudh Ravichander, Prudhvi Chandra",Vikram Hitlist (Original Motion Picture Soundtrack),2022-06-07
59eeV0SIeyd431uyjAWCRe,"Mastaaru Mastaaru (From ""Sir"")(Telugu)","G. V. Prakash, Shweta Mohan, Saraswati Putra Ramajogayya Sastry","Mastaaru Mastaaru (From ""Sir"")(Telugu)",2022-11-10
5RXsfMXDO7CzSiA4Cs182D,"Hrudayama - From ""Major - Telugu""",Sid Sriram,"Hrudayama (From ""Major - Telugu"")",2022-01-07
4Te9tTtG4ipT6x6G69DTJd,"Kumkumala (From ""Brahmastra (Telugu)"")","Pritam, Sid Sriram","Kumkumala [From ""Brahmastra (Telugu)""]",2022-07-17
7Mi0pugIa9VPQm7ykGWIfa,"Bullet song (From ""The Warriorr"")(Telugu)","Devi Sri Prasad, Silambarasan TR, Haripriya, Shree Mani","Bullet song (From ""The Warriorr"")(Telugu)",2022-04-22
0bp9pWcygZMNLgYekvfLps,"Pakka Local (From ""Janatha Garage"")","Geetha Madhuri, Sagar",Geetha Madhuri Telugu Superhit,2022-12-13
2nLUYN85vtnNEkgEDg9tP8,Madhubala - Telugu,Vijai Bulganin,Madhubala (Telugu),2022-11-17
5tR8c0armDwsHh5IPVARXx,"Akdi Pakdi (Telugu) [From ""Liger (Telugu)""]","Lijo George, Dj Chetas, Sunil Kashyap, Anurag Kulkarni, Ramya Behara","Akdi Pakdi (Telugu) [From ""Liger (Telugu)""]",2022-07-11
0gZibDOwioMCck3d5nExjl,"Ranjithame (From ""Vaarasudu"") [Telugu]","Anurag Kulkarni, M.M.Manasi","Ranjithame (From ""Vaarasudu"") [Telugu]",2022-11-30
3q4QQvm6nUjdtoo6UtHwAT,"Bimbilikki Pilapi (From ""Prince "")(Telugu)","Thaman S, Ram Miriyala, Ramya Behara, Sahithi Chaganti, Saraswati Putra Ramajogayya Sastry","Bimbilikki Pilapi (From ""Prince "")(Telugu)",2022-09-01
4wsOkS4XN7rqWqV5yMxGZ2,"Sahachari (From ""777 Charlie - Telugu"")","Nobin Paul, Sai Veda Vagdevi, Battu Vijay Kumar, Poorna Chary, Nagarjun Sharma, Anirudh Shandilya Maramraju, Saiesh Poi Panandikar, Alexis D'Souza","Sahachari (From ""777 Charlie - Telugu"")",2022-06-10
0UkKrh96l9VfTzD6DylCOO,"Hrudayama - From ""Major - Telugu""",Sid Sriram,Major - Telugu (Original Motion Picture Soundtrack),2022-06-06
21aHbmzbIE9hXry26mwKDt,"Aafat (Telugu) [From ""Liger (Telugu)""]","Tanishk Bagchi, Simha, Sravana Bhargavi","Aafat (Telugu) [From ""Liger (Telugu)""]",2022-08-06
2CiWAcJRoB6ROUKSJUGbNU,"The Hymn Of Dharma (From ""777 Charlie - Telugu"")","Nobin Paul, Battu Vijay Kumar, K. S. Harisankar","The Hymn Of Dharma (From ""777 Charlie - Telugu"")",2022-07-13
3DtnMeWOiJ1uNF5h6yUQjG,"Dippam Dappam (Telugu) [From ""Kanmani Rambo Khatija""]","Anirudh Ravichander, Rahul Sipligunj, Arun Kaundinya","Dippam Dappam (Telugu) [From ""Kanmani Rambo Khatija""]",2022-04-23
5Tn2aBp45QypSmCpmhKtJN,Kalalo Kooda,"Tanishk Bagchi, Sid Sriram, Vaishnavi Kovvuri",Liger (Telugu) [Original Motion Picture Soundtrack],2022-08-27
0MVfU1YzJAJ9VrlJm5i6gv,Alasina Solasina Ne Paada Yathra Aapanu,"Kapil Madduri, Pedhapuli Eshwar, Akhilesh Gogu",Ayyappa Telugu Devotional Song,2022-09-16
1Lvf8TClnWCK88Kj4pjgTw,Ayya Ne Maala Vesina,"Kapil Madduri, Pedhapuli Eshwar, Akhilesh Gogu",Ayyappa Telugu Devotional Song,2022-09-16
4veuanALTmuopcDBoYsoLI,Pilla Padesaave,"Yuvan Shankar Raja, Haricharan",Love Today (Telugu) [Original Motion Picture Soundtrack],2022-11-21
3eH3HTKPBmxvbT7OgxjNit,"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, Anurag Kulkarni, Sinduri Vishal","Kaanunna Kalyanam [From ""Sita Ramam (Telugu)""]",2022-07-18
68VaEUVPeXGSsgE01YRxYO,"Bonding Song (From ""777 Charlie - Telugu"")","Nobin Paul, Nagarjun Sharma, Haricharan","Bonding Song (From ""777 Charlie - Telugu"")",2022-06-25
3LZcWnnVdy7J0tKGyN934a,Sirivennela - Female Version,"Mickey J. Meyer, Chaitra Ambadipudi",Shyam Singha Roy - Telugu,2022-01-13
53PZE5TRW1v5B9RAoXitl1,"Neevuntey Chaalu (From ""Michael "")(Telugu)","Sam C.S., Sid Sriram, Kalyan Chakravarthy","Neevuntey Chaalu (From ""Michael "")(Telugu)",2022-12-28
6fjkDXAVjVGXUC68Xja12E,Telugu Hanuman Chalisa Part - Ii,M. S. Rama Rao,Telugu Non - Film Hits Vol - 2,2022-05-04
1hYaQRlsuEW4kMjjmjyow3,"Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, S.P. Charan, Ramya Behara","Oh Sita Hey Rama [From ""Sita Ramam (Telugu)""]",2022-05-09
2WNkeWfXnpCbYtTG1ko0C3,Sirivennela,"Mickey J. Meyer, Anurag Kulkarni",Shyam Singha Roy - Telugu,2022-01-13
41ZrTqP2NpXOwB7QJrGodb,Nenu Velle Maargamu - Telugu,Hosanna Ministries Kurnool,Srikaruda Na Yesayya (Telugu),2022-07-31
57WR7Mq0I4TNzAKRSs2PVj,Irumudini Ethukovali,"Kapil Madduri, Pedhapuli Eshwar, Akhilesh Gogu",Ayyappa Telugu Devotional Song,2022-09-16
6Ve1CImRG2WnnVAsgmbG9O,Telugu Christmas Mashup 2.0,"Merlyn Salvadi, Blessy Simon, Hoglah Leena",Telugu Christmas Mashup 2.0,2022-11-12
2yyOgnukcQCppigRdL0IX1,Pranam Pothunna,Yuvan Shankar Raja,Love Today (Telugu) [Original Motion Picture Soundtrack],2022-11-21
4uQqtsoJwMkI8Qle1EpYCc,Amaramaina Prema - Telugu,Hosanna Ministries Kurnool,Srikaruda Na Yesayya (Telugu),2022-07-31
3BVjPpVvki8Jpm1Ew21UjH,"Inthandham (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, S.P. Charan","Inthandham [From ""Sita Ramam (Telugu)""]",2022-07-04
2Kj07EoDH2tMsDBl022gIp,Karuna Sampannuda - Telugu,Hosanna Ministries Kurnool,Srikaruda Na Yesayya (Telugu),2022-07-31
5VIY9V6s886MPB1mL0PqBr,Oh Prema,"Vishal Chandrashekhar, Kapil Kapilan, Chinmayi",Sita Ramam (Telugu) [Original Motion Picture Soundtrack],2022-08-02
6WsvoFUfXyagezx9d44x0Y,Yemi Leni Vadanu Swamy Yevaru dikku,"Kapil Madduri, Akhilesh Gogu",Ayyappa Telugu Devotional Song,2022-09-16
2Qo6qyMJMqyz55HJDwmyMn,Paadedha Sthuthigaanamu - Telugu,Hosanna Ministries Kurnool,Srikaruda Na Yesayya (Telugu),2022-07-31
44RgT1IHJcyNyGEYS8bEbP,Srikaruda Naa Yesayya - Telugu,Hosanna Ministries Kurnool,Srikaruda Na Yesayya (Telugu),2022-07-31
0sd5MZPkgjHzTlrrZE4XDk,Yevarini Adaganu,"Vishal Chandrashekhar, Yazin Nizar",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],2022-09-08
63NdWczrPCYGWKY1RV4Zbh,Oh Prema,"Vishal Chandrashekhar, Kapil Kapilan, Chinmayi",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],2022-09-08
0YuIY2rH9Z9m7jpawJoP90,Adbuthakaruda,"Nations of Worship, Telugu Worship Collective",Adbuthakaruda,2022-09-03
28xt5x1wwoMfVYI9zfIwRx,Oh Sita Hey Rama,"Vishal Chandrashekhar, S.P. Charan, Ramya Behara",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],2022-09-08
0gE8ZP2cTXpRDz53bTkpu6,Inthandham,"Vishal Chandrashekhar, S.P. Charan",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],2022-09-08
2rDPTKSWgUbFuV1jFzPqvE,Kaanunna Kalyanam,"Vishal Chandrashekhar, Anurag Kulkarni, Sinduri Vishal",Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],2022-09-08
5jJHNLhSX2R4WrBMiT3BZg,Sye (Telugu),"A.R. Rahman, Sireesha Bhagavatula, Anantha Sriram",PS - 1 (Telugu) [Original Motion Picture Soundtrack],2022-09-07
1zWSIcXsewUjW3yIP18veY,"Ponge Nadhi (From ""PS-1"") [Telugu]","A.R. Rahman, A. R. Reihana, Bamba Bakya, Anantha Sriram",PS - 1 (Telugu) [Original Motion Picture Soundtrack],2022-09-07
1oDhm5pasCsa77e0GyQ3WM,Adheeraa (Telugu),"A.R. Rahman, Haripriya, Nakul Abhyankar",Cobra (Telugu) [Original Motion Picture Soundtrack],2022-09-03
2o0RShGeaY7ZIo8NV2oNQk,"Jessica (From ""Prince "")(Telugu)","Thaman S, Saraswati Putra Ramajogayya Sastry","Jessica (From ""Prince "")(Telugu)",2022-09-23
2AvlqNNJdRrfRhS9GoaL48,"Dhada Dhada (From ""The Warriorr"")(Telugu)","Devi Sri Prasad, Haricharan, Shree Mani","Dhada Dhada (From ""The Warriorr"")(Telugu)",2022-06-04
12P6LdHkWHEE5XGw0fWW2q,"Chola Chola (From ""PS-1"") [Telugu]","A.R. Rahman, Mano, Anurag Kulkarni, Anantha Sriram",PS - 1 (Telugu) [Original Motion Picture Soundtrack],2022-09-07
6Wq3p8gCuFNQcuOi3GfkzC,"Adheeraa (Telugu) [From ""Cobra (Telugu)""]","A.R. Rahman, Haripriya, Nakul Abhyankar","Adheeraa (Telugu) [From ""Cobra (Telugu)""]",2022-07-18
4DgUGhjUJFLEUT1EtDU70s,Coka 2.0 (Telugu),"Jaani, Lijo George-Dj Chetas, Ram Miriyala, Geetha Madhuri, Sukh-E Muzical Doctorz",Liger (Telugu) [Original Motion Picture Soundtrack],2022-08-27
7sOJ5rlhNFet4mTH3PmTJV,Aa Seetadevi Navvula - Lofi,"Arijit Singh, DJ Harshit Shah, DJ MHD IND",Telugu Lofi Beat Mix,2022-11-25
7v3PhrXsPzHadHORo4ecJi,"Rela Rela (From ""Vimanam "")(Telugu)","Charan Arjun, Mangli","Rela Rela (From ""Vimanam "")(Telugu)",2022-05-02
3gWLjZDxQOakejZ5RNNhP5,"Waat Laga Denge (Telugu) [From ""Liger (Telugu)""]","Sunil Kashyap, Vijay Deverakonda, Mark K Robin","Waat Laga Denge (Telugu) [From ""Liger (Telugu)""]",2022-07-29
5LunkKCjG6iTnAcXliBNV4,"Mayava Chayava (From ""Iravin Nizhal - Telugu"")","A.R. Rahman, Shreya Ghoshal, Rakendu Mouli","Mayava Chayava (From ""Iravin Nizhal - Telugu"")",2022-06-06
5QKiLD7zEXvQc8VlFYmqhb,"Coka 2.0 (From ""Liger (Telugu)"")","Jaani, Lijo George-Dj Chetas, Ram Miriyala, Geetha Madhuri, Sukh-E Muzical Doctorz","Coka 2.0 [From ""Liger (Telugu)""]",2022-08-12
485O86RGOuDLnkfJkICiUC,Deva Deva (Telugu),"Pritam, Sreerama Chandra, Arijit Singh, Jonita Gandhi",Brahmastra (Telugu) [Original Motion Picture Soundtrack],2022-10-06
7lHMRcO2bGpwZHH7Gsrikt,"Jeva Nadhi (From ""Baahubali - The Beginning"")",Geetha Madhuri,Geetha Madhuri Telugu Superhit,2022-12-13
2REMAmle4f232jtl2dnCrK,"Chilipi Varaale Ivvu - From ""Bhediya - Telugu""","Sachin-Jigar, Karthik",Bhediya - Telugu (Original Motion Picture Soundtrack),2022-11-22
6uBvDYBTpdh0MXwBtM039i,God Father - Title Song,"Thaman S, Chiranjeevi, Salman Khan","God Father - Title Song (From ""God Father"") - Telugu",2022-10-03
4ubzSzHpEERHQ4iyY8MFnA,"Jana Gana Mana - From ""Major - Telugu""",Tojan Toby,Major - Telugu (Original Motion Picture Soundtrack),2022-06-06
2Ls0xId1jfCmxN2SMm9Ceg,"Rasi Petti (From ""Raajahyogam"")(Telugu)","Arun Muraleedharan, Sid Sriram, Rehman","Rasi Petti (From ""Raajahyogam"")(Telugu)",2022-12-14
1khlL3DxRKVWhoYAQvjNmi,Pranavalaya,"Mickey J. Meyer, Anurag Kulkarni",Shyam Singha Roy - Telugu,2022-01-13
6FPa8dk5N7oWM7xSmJarKO,Uyalupna Swamy,Kapil Madduri,"AYYAPPA TELUGU HIT SONGS, Vol. 1",2022-10-07
06oBE50Gv39XoSduxdiPYf,Antartica,"Vijay Prakash, Krish",Thuppakki(Telugu),2022-08-27
2yAb8WYYcTssZfETTbLby3,Umm Song - Telugu,"Santhosh Narayanan, Aditya Ravindran",Mahaan (Telugu) [Original Motion Picture Soundtrack],2022-02-09
1WUh20msiyuYZccSVnUg7v,Mahadhanandhamaina - Telugu,Hosanna Ministries Kurnool,Srikaruda Na Yesayya (Telugu),2022-07-31
5cEnxR5gPPQVoKjtsntsga,"The Monster Song (From ""KGF Chapter 2 - Telugu"") - Extended Version","Ravi Basrur, Adithi Sagar",KGF Chapter 2 - Telugu,2022-04-26
2Py3ZHBP8K8BfJQgZUypPi,"Deva Deva (From ""Brahmastra (Telugu)"")","Pritam, Sreerama Chandra, Arijit Singh, Jonita Gandhi","Deva Deva [From ""Brahmastra (Telugu)""]",2022-08-10
3pkSTdO9DBNq3sxf8bhmpL,Aafat (Telugu),"Tanishk Bagchi, Simha, Sravana Bhargavi",Liger (Telugu) [Original Motion Picture Soundtrack],2022-08-27
5KLXBee5pL6iHAWBnx848b,Oh Isha,"Chinmayi, Armaan Malik",Major - Telugu (Original Motion Picture Soundtrack),2022-06-06
26MF9o6qcFa9o6OHh5q7sZ,Andhaala Nadhive,"B. Ajaneesh Loknath, Haricharan, Chinmayi, Bhaskar Batla",Kantara (Original Motion Picture Soundtrack) - Telugu,2022-10-31
27wx6yhoaX0H1feRUyANGt,Yenni Baadalu Unna Ne Maala Vestini,Kapil Madduri,"AYYAPPA TELUGU HIT SONGS, Vol. 1",2022-10-07
