Spotify ID,Title,Artist,Album,Release Date
6RiAPNVdi1eOa2rAuwVh2C,Nanna Kannada,"Rahul Dit-O, MC Bijju",Nanna Kannada,2022-03-31
1RsGVp9tKS6Psz7gMwsXTP,"The Hymn Of Dharma (From ""777 Charlie - Kannada"")","Nobin Paul, K. S. Harisankar","The Hymn Of Dharma (From ""777 Charlie - Kannada"")",2022-07-13
65eONX9dsGrVMV9DWDHRT8,"Naa Ninage Kaavalugaara (From ""James - Kannada"")","Charanraj MR, Ankita Kundu, Sanjith Hegde, Chethan Kumar","Naa Ninage Kaavalugaara (From ""James - Kannada"")",2022-06-04
1c1EdLeq6FxJz39rN748JY,"Trademark (From ""James - Kannada"")","Charanraj MR, MC Vickey, Aditi Sagar, Chandan Shetty, Sharmila, Yuva Rajkumar, Chethan Kumar","Trademark (From ""James - Kannada"")",2022-02-14
6oYLcKOUakcVz7dxhqrFua,Rakshasa Maamane - Kannada,"A.R. Rahman, Shreya Ghoshal, Vijay Prakash, Mahesh Vinayakram, Jayant Kaikini",PS - 1 (Kannada) [Original Motion Picture Soundtrack],2022-09-07
2rgdPkV1Jr7xvD9NMvqU4j,"Akdi Pakdi (Kannada) [From ""Liger (Kannada)""]","Lijo George, Dj Chetas, Sunil Kashyap, Santhosh Venky, Sangeetha Ravindranath","Akdi Pakdi (Kannada) [From ""Liger (Kannada)""]",2022-07-11
1CdmrA0TukDPVxXlH72MPC,Helhe Neenu - Kannada,"A.R. Rahman, Sivasri Skandaprasad, Jayant Kaikini",PS - 1 (Kannada) [Original Motion Picture Soundtrack],2022-09-07
041BDGMU0IgHx2a1wXiDid,"Kannada Mannina Hennu Andre (From ""Aaryan"")","Puneeth Rajkumar, Sunidhi Chauhan",Power Star Puneeth Rajkumar Hits,2022-03-16
6XBQQ7b2g5TegQMh7Tidkn,Nimbiya Banada,"B.K. Sumitra, M. L. Sudhakar, Gopi, Sudha",Kannada Non - Film Hits Vol - 3,2022-05-04
3obMdZMcer4YIm4Aol1UAG,"Salaam Soldier (From ""James - Kannada"")","Charanraj MR, Sanjith Hegde, Chethan Kumar","Salaam Soldier (From ""James - Kannada"")",2022-02-19
4RuoipY8CWKai7xOF0GHM5,"Nagu Nagutha Ninu (From ""Yuvarathnaa (Kannada)"")","Thaman S, Vijay Prakash","Nagu Nagutha Ninu (From ""Yuvarathnaa (Kannada)"")",2022-03-17
7ufPD3n8gngbnU1NOjSe7q,"Beelkoduge (From ""777 Charlie - Kannada"")","Nobin Paul, Jimmy Francis John, Kiran Kaverappa","Beelkoduge (From ""777 Charlie - Kannada"")",2022-09-09
4LHBlHzHG4Ltmb90vZNPXe,Deva Deva (Kannada),"Pritam, Sanjith Hegde, Arijit Singh, Jonita Gandhi",Brahmastra (Kannada) [Original Motion Picture Soundtrack],2022-10-06
6gCYR45PrOcXs6vdX0PitL,Dance Dance (Kannada),"Patson Pereira, Nishan S, Dr Nithin S, Lavita M. Lobo",Dance Dance (Kannada),2022-04-07
2CuE69fB9Ia1hTPgC1nw2q,#Kannada,"Chirayu, dixit, Naguli",#Kannada,2022-11-19
4jaZVOuNegVCLG25sVnpJq,"Coka 2.0 (From ""Liger (Kannada)"")","Jaani, Lijo George-Dj Chetas, Aniruddha Sastry, Sangeetha Rajeev, Sukh-E Muzical Doctorz","Coka 2.0 [From ""Liger (Kannada)""]",2022-08-12
