Spotify ID,Title,Artist,Album,Release Date
0y4sjBKtIpIGGMzXI67dUb,Sandyaga Hindinda,"H. B. Fareet, Nandita",Bittella Huttida Oora,2017-03-29
3F0I9AkbRwz12yz7Hxn0bF,Oh Ho Ho Ho (Remix),"Sukhbir, Ikka",Hindi Medium,2017-04-21
5YaKMxKCv7zDGlneG9R7bt,Mala Mala Hindi,Liora Itzhak,Mala Mala Hindi,2017-07-10
15KvWFuKadQjcyfXdNCd7u,Ek Jindari,"Sachin-Jigar, Taniskaa Sanghvi",Hindi Medium,2017-04-21
5Nd4DTIDWYkkZfi1NpgvJk,Suit Suit,"Guru Randhawa, Arjun",Hindi Medium,2017-04-21
6GL5jHwlgzkpSUzqZ7j3Gw,Hindi,VFM Style,Mantra,2017-09-26
5cVBx13PJkIMOkaAAb2DDF,Mechanical Sundariye,"Shashaa Tirupati, Armaan Malik, Abbas Tyrewala, A.R. Rahman",2.0 (Hindi) [Original Motion Picture Soundtrack],2017-10-27
0G8r4Vh6cZKn0KYHOABUL5,Aditya Hridayam Stotra,Rajalakshmee Sanjay,Latest Hindi Devotional Songs,2017-12-21
7tADBF24CJ9tHLnuEz5kAS,Purusha Suktam Shiva,"Vighnesh Ghanapaathi, Gurumurthi Bhat, Shridhara Bhat Vedadhara",Latest Hindi Devotional Songs,2017-12-21
7oGSlLqLzUpSpNAZnFxJpp,Saraswati Mantra,Ketan Patwardhan,Latest Hindi Devotional Songs,2017-12-21
6Tt6UNYan92xAc2K8diGxE,Rakshassi,"Blaaze, Kailash Kher, Nakash Aziz, Abbas Tyrewala, A.R. Rahman",2.0 (Hindi) [Original Motion Picture Soundtrack],2017-10-27
7KAgEilmuijmD6OnhxgjXi,"Oh Ho Ho Ho (Remix) [From ""Hindi Medium""]","Sukhbir, Ikka",Bollywood - Happy Hour,2017-05-19
6RH4km0RJfy3R5lZe1EQSD,Nanhi Si Jaan,"Kailash Kher, A. R. Ameen, Suzanne D'Mello, Abbas Tyrewala, A.R. Rahman",2.0 (Hindi) [Original Motion Picture Soundtrack],2017-10-27
4eLAFBrN88hTdaS0lBF5He,Kalam Salaam (Hindi),"Ghibran, Sandeep Shrivastava, Benny Dayal",Kalam Salaam (Hindi),2017-07-27
0lrhextNGRUAfh2bOUQQR7,Hoor,"Sachin-Jigar, Atif Aslam",Hindi Medium,2017-04-21
3nx07Zu4NWdi9NjqWYCNgG,Laal Tamatar,Jayalakshmi K,Top 10 Hindi Rhymes For Children,2017-09-10
6dAWMvlcChsjXvTXLBQHnU,Haathi Raja Kahan Chale,Jayalakshmi K,Top 10 Hindi Rhymes For Children,2017-09-10
5RVfqASBxRow4HRrkuguyS,Jaane Pyar Kise Kehte Hai,Antara Mitra,Great Love Songs of India - New Versions & Hindi Adaptations,2017-05-26
3AUHS3defbZyNClaQB6G4C,Narayana Suktam Vishnu,"Vighnesh Ghanapaathi, Gurumurthi Bhat, Shridhara Bhat Vedadhara",Latest Hindi Devotional Songs,2017-12-21
3tfIEa3GO1mXYBjYqoR3LP,Jaane Pyar Kise Kehte Hai,Antara Mitra,Tagore for Everyone - Contemporary Hindi Interpretations,2017-05-16
4mjTMmz0j6Wl3GhODoPqTx,Hoor,"Sachin-Jigar, Atif Aslam","Hoor (From ""Hindi Medium"")",2017-04-19
73NZ6H49o5CUOtG5KnSbTi,Thumaka Chalata Ramchandra,Sarbani,Melodious Hindi Bhajan,2017-01-04
