Spotify ID,Title,Artist,Album,Release Date
0YJbH9lZC4F5rK1frCPAl6,Tamil Thai Vazhdthu,Sakthidaasan,Manappada Paguthi 7th Std,2002-06-01
2rZM2OBh4cE6llaq5MO4bo,Vaanaviley - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,"Hariharan, Sadhana Sargam",Ramanaa,2002-01-01
1F4X15gq7IopTISPAdp4kS,Tamil Thai Vazhdthu,Sakthidaasan,Manappada Paguthi 6th Std,2002-06-01
730R0Q6QT7LrbV5PsXQa4f,Vaanam Adhirave - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,"Unnikrishnan, Sadhana Sargam, Bhavatharini",Ramanaa,2002-01-01
4FFXAQ9a4zMMWXD4j27wyp,Vannaviley - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,Sadhana Sargam,Ramanaa,2002-01-01
3gEp66WGxCxyp0HsxQPVhH,Vennilavin - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,"Hariharan, Sadhana Sargam",Ramanaa,2002-01-01
4AiudlZ697yDlupSoV9QiO,Vaanaviley - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,"Ilaiyaraaja, Sadhana Sargam",Ramanaa,2002-01-01
6sUXy0vZuRTAcBZrWtchg9,Nenjikkul Visiya - Language: Tamil; Film: Sundhra Travels; Film Artists: Murali,Unnikrishnan,Sundhara Travels & Kadhal Dot Com,2002-04-13
7x539BgDTlfyvd3iK8Ome6,Sandhanam Poosiya - Language: Tamil; Film: Sundhra Travels; Film Artists: Murali,P. Jayachandran,Sundhara Travels & Kadhal Dot Com,2002-04-13
5e9boxfZb0wBxRUZHrfnLh,Kannaadi Araiyinilae - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
2PbghxvfsStrz9FGCku4I8,Adada Urkulathil - Language: Tamil; Film: Sundhra Travels; Film Artists: Murali,Tippu,Sundhara Travels & Kadhal Dot Com,2002-04-13
05ay9F6jQ1X0Y51tF1EekD,Malaiyendru Sonnaalae - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
1FGpMhZhJoz4gdZlLQKHfN,Alli Mudicha - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,"Pushpavanam Kuppusamy, Swarnalatha",Ramanaa,2002-01-01
0OHeswQNNL2jZeSD2LdLhV,Amma Ingae - Language: Tamil; Genre: Children-Nursery Rhymes,Shruti,Amma Ingae Vaa Vaa,2002-01-01
2Wc37iVbTcU3k5qmE1tRM6,108 Swamiyae Saranam Ayyappa Chants - Language: Tamil; Genre: Ayyappan-Chanting,Unnikrishnan,108 Swamiyae Saranam Ayyappa,2002-01-01
5nq8jsGHos67jqN7Ne2y5k,Tamil Thai Vazhdthu,Sakthidaasan,Manappada Paguthi 8th Std,2002-06-01
2G4zelr1L5Yx2UjW2qalHL,Pathiyil Siranthathu - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
3Ik5XA0XkJX6YWFAjUBCza,Malligai Poovukku - Language: Tamil; Film: Sundhra Travels; Film Artists: Murali,P. Jayachandran,Sundhara Travels & Kadhal Dot Com,2002-04-13
29NdVMFqiMOt8itJzm1ltn,Bhoolaga Vaikundam - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
4QZcRMVoaGngjKccHQY4z3,Aram Seiyya - Language: Tamil; Genre: Children-Nursery Rhymes,Shruti,Amma Ingae Vaa Vaa,2002-01-01
46rz0I5UAhpn50okiTNlOr,Suzhalum Chakkaram - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
7wgeaNggg9BxoFY2i1aJWb,Tamilachi Sonali,Loga Vyrus,Loga Vyrus Maturakaari,2002-03-24
2rrkPfKcFO6s6ClzCsswFG,Thaangidathaan Vandhaan - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
3q1JNwAA2wN3dVokMxhjVW,Srimann Naaraayana - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
1HGEySVs8GqEULuaglgLQt,Thaippoosam Vanthathaiyah - Language: Tamil; Genre: Murugan,Pushpavanam Kuppusamy,Arogara Sollunga,2002-01-01
2UpgmBtdZj4CWhNNEbYLj8,Kannum Kannum - Language: Tamil; Film: Sundhra Travels; Film Artists: Murali,Krishnaraj,Sundhara Travels & Kadhal Dot Com,2002-04-13
6F5tdtmWdKL6PEz1oL7JzD,Yezhai Yen Mel - Language: Tamil; Genre: Vishnu-Narayan-Perumal,Bombay Sisters,Namo Namo Venkatesa,2002-01-01
3b4DNHMjwxlOCtGSyfKCvS,108 Gayatri Chants - Language: Tamil; Genre: Chants-Gayatri,Srihari,108 Gayatri,2002-01-01
1VJAQaKgEwcVXsivUSunga,Pookkum,"Unni Menon, Srivardhani Kuchi",Kaatru Tamil Basic Pop,2002-01-01
21qJJzh57SjoHI9QaK9SnN,Engal Veettu - Language: Tamil; Genre: Children-Nursery Rhymes,Shruti,Amma Ingae Vaa Vaa,2002-01-01
39LEulW8ZG5ofAICwIPoqU,Tamil Mannukku Mattum,"Bharadwaj, Mano",Thamizh (Original Motion Picture Soundtrack),2002-04-04
6vD9bJGWCXgVkppdWpBVB7,Kondaattam - Language: Tamil; Genre: Murugan,Pushpavanam Kuppusamy,Arogara Sollunga,2002-01-01
6xMdme9rHBcQm3O85qbC7i,Thanni Malai,Soolamangalam Sisters,Sakthivel Tamil Devotional Songs,2002-01-01
42PCTgmGVCzCEnKDrAaiGn,Parangundram - Language: Tamil; Genre: Murugan,Pushpavanam Kuppusamy,Arogara Sollunga,2002-01-01
7rMj35gbIMEy40VAA3G9dA,Pazhanimalai Aandi - Language: Tamil; Genre: Murugan,Pushpavanam Kuppusamy,Arogara Sollunga,2002-01-01
7Lf8DbyjypPvKoDjLcaFWw,Muthamizh Chithiram,Soolamangalam Sisters,Sakthivel Tamil Devotional Songs,2002-01-01
1ydBGljuizmFD6uw5mKFxS,Thangaratha Theerinile,Soolamangalam Sisters,Sakthivel Tamil Devotional Songs,2002-01-01
1uC2ZMAveaz3CwMtkJ4Cyt,Oorukkoru - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,Ilaiyaraaja,Ramanaa,2002-01-01
6cTQEClf9xNeOKLNjYzbtT,Muyal Kutti - Language: Tamil; Genre: Children-Nursery Rhymes,Shruti,Amma Ingae Vaa Vaa,2002-01-01
3KZJZisefTlemxvLyQUMXO,"Kadal Kadal - Language: Tamil; Film: Kadhal Dot Com; film artist: Prasana, radhika chowdhary",Hariharan,Sundhara Travels & Kadhal Dot Com,2002-04-13
3tRavfixPzJjwWoIPoqemv,Netrandu Neratille - Raag Useni: Rupakam Taal,"Subramania Iyer, Vasumathi Badrinathan",Tamil Padams,2002-01-01
7tx0sEXl0AMGX62314HRdp,Ondrum Ondrum - Language: Tamil; Genre: Children-Nursery Rhymes,Shruti,Amma Ingae Vaa Vaa,2002-01-01
2UaNTC3nfLkOjkAAabce9U,Theruvil Vaaraano - Raag Khamaj: Kupakam Taal,"Ghanam Krishna Iyer, Vasumathi Badrinathan",Tamil Padams,2002-01-01
6VdxzbuHK0r4frT049SrWu,Nee Varum Veelayil,Soolamangalam Sisters,Sakthivel Tamil Devotional Songs,2002-01-01
2BDtHXYIWOcJ4T8nr0VjiM,Thaatha Vaittha - Language: Tamil; Genre: Children-Nursery Rhymes,Shruti,Amma Ingae Vaa Vaa,2002-01-01
6BMzdzZ2np1uArf3KCCwpv,"Tamil Grammer, Pt. 3",K. Balaraman,Manappada Paguthi 8th Std,2002-06-01
7hzwsjXe9iasZ8gYRyT1kR,Thaka Thaka Vena,Soolamangalam Sisters,Sakthivel Tamil Devotional Songs,2002-01-01
1PA4tZKTnEM5t4uZbQieeQ,Kulla Kulla - Language: Tamil; Genre: Children-Nursery Rhymes,Shruti,Amma Ingae Vaa Vaa,2002-01-01
4Dy3lJSQzDnZZ0keXacQAW,Angey Yaaru Paaru - Language: Tamil; Film: Ramanaa; Film Artist 1: Vijayakanth; Film Artist 2: Simran,"Yuvan Shankar Raja, Tippu, Surendar, Karthik",Ramanaa,2002-01-01
0DldAUffqaS4dicTOvPmd0,Yaar Poi Solluvar - Raag Todi: Misra Chapu Taal,"Ghanam Krishna Iyer, Vasumathi Badrinathan",Tamil Padams,2002-01-01
2tjPv9UHLoo2A4lRWPeqdX,"O Nila - Language: Tamil; Film: Pesathey kannum pesumae; Artist: kunal, Monal",Hariharan,Pesathey Kannum Pesumae& Asurapadai,2002-04-13
