Spotify ID,Title,Artist,Album,Release Date
1HtVKJLDfovcqcnClMvU9q,Kannada Roadtrip Mashup,ACV KANNADA,Kannada Roadtrip Mashup,2024-07-26
3J63Oisw0wU1T0DcbmDVLG,Kannada Monsoon Mix,ACV KANNADA,Kannada Monsoon Mix,2024-09-23
1IIRWgUstLSFkCofgcIrQk,Kannada Night Drive Mix,ACV KANNADA,Kannada Night Drive Mix,2024-12-06
2IIn0onzP2v1B1KweCYPtB,Kannada Mashup Songs Slowed & Reverb,"Hamsalekha, V. Sridhar, Guru Kiran, ROSH RECORDS",Kannada Mashup Songs Slowed & Reverb,2024-12-12
6VSLBNxK6CjZqel3mPw5c1,Kannada Nadina Jeevanadi (Lofi Mix),"S. P. Balasubrahmanyam, Dj Hari Surat",Kannada Nadina Jeevanadi (Lofi Mix),2024-06-26
5qStp6zXrtQ6nOTOfAhD2f,Kannada Nadina Punyavu,Vasushree Halemane,Kannada Nadina Punyavu,2024-10-18
199aSMHFL7sHQoaBS3Fwj6,Kannada Evergreen Melodies - Rendition,Barfi Music,Kannada Evergreen Melodies - Rendition,2024-08-21
3wnBpg15cU12vm4aBq5UbX,Kannada Nadina Jnanada,Basavaraj Budarakatti,Kannada Nadina Jnanada,2024-10-22
5JQdMAEx9L0znd7Lb4hb08,"Gaali Tangaali Kannada Mathade (From ""Ranganayaka"")","J. Anoop Seelin, Sharadasuta, Muniraju","Gaali Tangaali Kannada Mathade (From ""Ranganayaka"")",2024-02-02
12lhHtO5T0TQSN37frGBap,Kannada Golden Hits - Rendition,Barfi Music,Kannada Golden Hits - Rendition,2024-08-27
4P3xUiFpxD3T3niGugmLXT,SteppaMaar (Kannada),"Mani Sharma, Kaushik Harsha, Sahithi Chaganti, Varadaraj Chikkaballapura",Double ISMART (Kannada),2024-08-20
6RseqCYyA2dl1h5pqAPcUl,80's Soiree - Kannada,Staccato,Freshly Brewed,2024-03-22
34BFlmApswmeZ6lncVun3z,"Jeeva Neene (From ""Martin"") (Kannada)","Sonu Nigam, Shruthika Samudhrala, Mani Sharma, AP Arjun","Jeeva Neene (From ""Martin"") (Kannada)",2024-09-03
0xXXT6AHH7Dlk6L5P7gKMa,Kannada Top Hits Mashup Songs,"Anuradha Bhat, Jaggi DJ, Arjun Janya",Kannada Top Hits Mashup Songs,2024-08-28
24NuM2EYwWuyAyuWy5SvJg,"Aakaasha Gadiya (From ""Salaar Cease Fire - Kannada"")","Ravi Basrur, Kinnal Raj, Vijayalaxmi Mettinahole",Salaar Cease Fire - Kannada (Original Motion Picture Soundtrack),2024-01-03
3VrpUwrImzTTXrQXTz47Em,Blood - Kannada,"Ravi Basrur, Santhosh Venky, Shivakumar Jayaram",Marco (Kannada) [Original Motion Picture Soundtrack],2024-12-21
4yUWwbb4J47CPWWGe7XIRE,Pushpa Pushpa [KANNADA],"Vijay Prakash, Devi Sri Prasad, Varadaraj Chikkaballapura",Pushpa 2 The Rule [KANNADA],2024-12-05
