name,album,artist,id,release_date,popularity,mood,lyrics_available,duration_ms,tempo,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,key,mode,time_signature
Madhagaja Title Track,Madhagaja,Santhosh Venky,0FsxxAUAjPsjrcWy4yIAja,2021-12-02,36,energetic,True,60000,125.0,0.0021478773923991,0.2574008544314344,1.0,0.0280518740926605,1.0,-20.989897,0.1002443358302116,0.2418617864027801,0,1,7
Geleya Nanna Geleya,Madhagaja,Vaish,18Hjr2hgAzilieQQOclran,2021-12-02,31,calm,True,60000,137.1951219512195,0.0019611445946137,0.1827209884909349,1.0,0.0,1.0,-20.706188,0.1043645590543747,0.2099034417839656,2,1,7
Nagutha Thayi,Madhagaja,Santhosh Venky,2bWYRFGZFozSnRdn96OWke,2021-12-02,10,happy,True,60000,125.0,0.0013766839770496,0.0988895376932989,1.0,0.005333282821136,1.0,-16.87182,0.1008304208517074,0.0953754816292034,0,1,7
Dhwaparake Sri Krishna,Madhagaja,Santhosh Venky,0wBmKLzfA3Lk2zTiMvoJIQ,2021-12-02,12,energetic,True,60000,114.79591836734694,0.0012868882663326,0.1948551160349271,1.0,0.0,1.0,-17.527233,0.096662200987339,0.2607730227070621,5,1,7
Madhagaja Theme 1,Madhagaja,Sriimurali,0tul6MMEjxwSaS9Ds71izM,2021-12-02,15,energetic,False,60000,125.0,0.0017031544006956,0.2720605746478404,1.0,0.0,1.0,-18.197653,0.0931486338376998,0.2681818083989057,0,1,7
Madhagaja Theme 2,Madhagaja,"Ananya Bhat, Airaa Udupi",0D0MvbWBytf3DZECd0wOQu,2021-12-02,11,energetic,False,60000,140.625,0.0009390972596277,0.1739829585851404,1.0,0.0,1.0,-16.221489,0.0842597037553787,0.181049745281107,0,1,7
Madhagaja Theme 3,Madhagaja,Sriimurali,7FKO8raWbU2RYDm2APt44W,2021-12-02,6,energetic,True,60000,100.44642857142856,0.0014233821280497,0.1510599504532527,1.0,0.0,1.0,-16.352776,0.064147874712944,0.2090758728552531,9,1,7
"Nenapina Hudugiye (From ""Hero"")","Nenapina Hudugiye (From ""Hero"")",B. Ajaneesh Loknath,0VR3m3yNK8qLTUMoketukW,2021-02-22,54,calm,True,60000,140.625,0.0014096688640291,0.2267049225970938,1.0,0.0242285097715235,1.0,-18.374492645263672,0.1022368147969245,0.1830195381537818,2,1,7
"Soul Of Dia (From ""Dia"")",World Music Day 2020 (Kannada),"Sanjith Hegde, Chinmayi",3fRNtwCikX6aQ20zSUSfep,2020-06-16,49,calm,True,60000,140.625,0.0015955370023641,0.1536094104103715,1.0,0.0,1.0,-12.139544486999512,0.10728619992733,0.284604068475783,9,1,7
"James Theme (From ""James"")",World Music Day 2020 (Kannada),"Sanjith Hegde, Aditi Sagar, Charanraj MR",2UbdiTluTSge340vbQISuM,2020-06-16,2,energetic,True,60000,133.92857142857142,0.0023104647281867,0.1624212119234358,1.0,0.0,1.0,-21.920228958129883,0.0966429635882377,0.1920496136157302,10,0,7
"Hands Up (From ""Avane Srimannarayana (Kannada)"")",World Music Day 2020 (Kannada),"Vijay Prakash, Shashank Sheshagiri, Pancham Jeeva, Chethan Naik",3ThLcBEzvXXpVVGGsZHBLL,2020-06-16,6,energetic,True,60000,127.8409090909091,0.0017009528921882,0.1898330053823764,1.0,0.0252436678769093,1.0,-23.90966033935547,0.1024247705936431,0.2296570918513044,0,1,7
"Mamavathu Sri Sarasvathi (From ""Katha Sangama"")",World Music Day 2020 (Kannada),"Sruthy Sasidharan, Midhun V Dev",3Jr97PiX3Sk1LixIMvA1xV,2020-06-16,9,calm,True,60000,95.33898305084746,0.0013691842205764,0.2301235856681034,1.0,0.0,1.0,-18.735464096069336,0.0967910289764404,0.2780527856252509,11,1,7
"Maadeva (From ""Popcorn Monkey Tiger"")",World Music Day 2020 (Kannada),"Sanjith Hegde, Hanumankind, Charanraj MR",3bMwvFKuxAL87JKG8TbOXa,2020-06-16,16,energetic,True,60000,160.71428571428572,0.0016113688923802,0.2577124309844916,0.9280123561620712,0.0,1.0,-22.60556411743164,0.1034926399588584,0.3140548095760406,11,1,7
"Yeno Badava Rascal (From ""9 Sullu Kathegalu"")",World Music Day 2020 (Kannada),"Rishab Shetty, Nanda Gopal",412RGPPjQSluvJeEkuOFrG,2020-06-16,2,energetic,True,60000,130.8139534883721,0.002132138155897,0.2922358073842427,1.0,0.0181565011081158,1.0,-19.06255531311035,0.0959285423159599,0.2521533081355043,0,1,7
"Manase Chooru (From ""Ramarjuna"")",World Music Day 2020 (Kannada),Puneeth Rajkumar,3Ywc8jm3Hj0ERytIFJlnYr,2020-06-16,2,calm,True,36792,87.890625,0.0013856037575555,0.1757154381793478,1.0,1.0,1.0,-16.995033264160156,0.101036936044693,0.2839983004539027,6,0,7
"Dheera Sammohagaara (From ""Bicchugatthi Chapter-1"")",World Music Day 2020 (Kannada),Anuradha Bhat,69YOmt3jfdMyNMVtNIxxbh,2020-06-16,1,energetic,True,60000,127.8409090909091,0.0011797452888924,0.2014845798246978,1.0,0.007761745602645,1.0,-22.397705078125,0.1121489331126213,0.1831654634666219,0,1,7
"Kaliyo Nee Kannada (From ""Kannad Gothilla"")",World Music Day 2020 (Kannada),Raghu Dixit,6jlQMDem19VmXx1zx4Ri7j,2020-06-16,3,calm,True,60000,80.35714285714286,0.0015423892754239,0.1881158627355136,1.0,0.0921088887804454,1.0,-21.62273597717285,0.0852244794368743,0.2053760374224894,7,1,7
"Hallelujah (From ""Maya Bazar 2016"")",World Music Day 2020 (Kannada),Khalid Ahamed,0Vg9SMwi2OP42g8YLaYrBh,2020-06-16,1,calm,False,60000,100.44642857142856,0.0020132722240783,0.222549411354648,0.8912289142608643,0.0940660698832675,1.0,-27.27842330932617,0.1077019497752189,0.1719117689532121,1,0,7
"Kalidaasa Title Song (From ""Kalidaasa"")",World Music Day 2020 (Kannada),"Arjun Itagi, Rahul Chinna, Saanvi Shetty, Gunashree, Hitaishi, Neha Pallavi",3IKZWAlk26jO2g9DDS1F6W,2020-06-16,0,energetic,True,60000,122.28260869565216,0.0023027757104,0.3130619660671436,1.0,0.0,1.0,-17.493423461914062,0.0909466221928596,0.3068582617737753,2,1,7
"How Is The Josh (From ""Gubbi Mele Brahmastra"")",World Music Day 2020 (Kannada),Santhosh,3CLmf0J2uJVP5Tia3bjZVm,2020-06-16,0,energetic,True,60000,119.6808510638298,0.0022650810609732,0.2328188530372378,1.0,0.0786454274144512,1.0,-20.32619285583496,0.1028481349349021,0.2670729476609599,11,1,7
"Aparichita (From ""Shivaji Surathkal - The Case Of Ranagiri Rahasya"")",World Music Day 2020 (Kannada),Shreya Sundar Iyer,6wgKwwcpFS8GH6WRaykRQY,2020-06-16,1,calm,True,60000,160.71428571428572,0.0011617168454691,0.1778850426590828,1.0,0.0103096343177759,1.0,-19.370473861694336,0.0980700775980949,0.2203346195612605,9,1,7
"Aane Nadeddidde Daari (From ""Takkar"")",World Music Day 2020 (Kannada),"Shashank Sheshagiri, Kadri Manikanth",0H3tNK7TvyDoaza7sod5uI,2020-06-16,2,sad,True,60000,100.44642857142856,0.0015722564038736,0.34911241473738,1.0,0.0311795382042659,1.0,-21.42935371398925,0.1021491438150405,0.3928326593290056,5,1,7
"SDS Club Mix (From ""Savarnadeergha Sandhi"")",World Music Day 2020 (Kannada),Shankar Mahadevan,1qmB0iy3qStuTJ5PPlW9GB,2020-06-16,0,energetic,True,60000,119.6808510638298,0.0013608182736572,0.2726924067665748,1.0,0.0607187678661302,1.0,-17.71095085144043,0.0968761518597602,0.2378181791237429,5,1,7
"Entha Saavo Maaraya (From ""Entha Saavo Maaraya"")",World Music Day 2020 (Kannada),Ananya Bhat,6zNQKjQo6ZrY1DStPQwz8k,2020-06-16,1,energetic,True,60000,165.44117647058823,0.0019698666206868,0.2045369885631443,1.0,0.0,1.0,-21.88764190673828,0.0948724895715713,0.1823573484534185,4,1,7
"Joru Joraagi (From ""Thurthu Nirgamana"")",World Music Day 2020 (Kannada),"Suneel Rao, Varijashree Venugopal",0MglbzJm4mnXnPZMy1zm1f,2020-06-16,1,calm,True,60000,108.17307692307692,0.0017712415784237,0.149296375088873,1.0,0.0625830365516254,1.0,-24.80590057373047,0.1033613085746765,0.1878862391806638,7,1,7
"Mad For You (From ""Garuda"")",World Music Day 2020 (Kannada),Aishwarya Rangarajan,1q6HEqSm4h01P05SFplBvg,2020-06-16,1,calm,True,60000,98.6842105263158,0.0010501913817906,0.2338525234402772,1.0,0.0225062900503586,1.0,-18.25350952148437,0.0994340404868125,0.2538774200845117,8,0,7
"Hrudaya (Duet) (From ""Mundina Nildana"")",World Music Day 2020 (Kannada),"Vasu Dixit, Inchara Rao",3islUy33TQjmRRRzE73BGl,2020-06-16,4,happy,False,60000,69.44444444444444,0.0013082615944554,0.117992912371134,1.0,0.0130011351728747,1.0,-19.840723037719727,0.0954696908593177,0.1151368343172004,3,0,7
"Beesuva Gaaliyu Ninnusirane (From ""Gantumoote"")",World Music Day 2020 (Kannada),Gurupriya,2yVbwyzXvc463ZI78EhGEz,2020-06-16,1,calm,True,60000,133.92857142857142,0.0017880537685411,0.1717758856758798,1.0,0.0,1.0,-21.921274185180664,0.0969849899411201,0.1635468377649014,9,1,7
Ba Ba Ba Na Ready,Roberrt,"Vyasraj Sosale, Santhosh Venky, Aniruddha Sastry, Supreeth Phalguna, Nikhil Partha Sarathy",5myMw2DqYbvhb41pillMDB,2021-03-20,45,energetic,False,60000,148.02631578947367,0.0015019862913541,0.252653868478937,1.0,0.2260304837120397,1.0,-10.078614234924316,0.0734415128827095,0.3169439970483455,9,1,7
Kannu Hodiyaka,Roberrt,Shreya Ghoshal,2ngdpYyozWxNNejdu7uCzp,2021-03-20,55,energetic,True,60000,96.98275862068964,0.0016504540681901,0.287666307239824,1.0,0.0,1.0,-17.754297256469727,0.1052364706993103,0.2983673703632329,7,1,7
Dostha Kano,Roberrt,"Hemanth, Vijay Prakash",4qAs1JB2dx9MewzhVCWu9Q,2021-03-20,53,calm,True,60000,125.0,0.0015011856647947,0.270565180773418,1.0,0.0,1.0,-19.14795112609864,0.1082555204629898,0.2416593403570888,2,1,7
Jai Sriram - Shankar Mahadevan,Roberrt,Shankar Mahadevan,1JxcnLJc130bc8Xy43vN4E,2021-03-20,40,energetic,False,60000,137.1951219512195,0.0016656696561749,0.3185687995745201,1.0,0.0,1.0,-13.666011810302734,0.1047357022762298,0.3355361307959005,3,0,7
