name,album,artist,id,release_date,popularity,mood,lyrics_available,duration_ms,tempo,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,key,mode,time_signature
Bhairava Anthem,Kalki 2898 Ad (Hindi),"Diljit Dosanjh, Vijaynarain, Santhosh Narayanan",6anlM1jG0IDfTkaIJuuNCH,2024-07-12,36,energetic,True,60000,156.25,0.0014006710460154,0.2397637989357447,1.0,0.26643899230816,1.0,-14.122827,0.0864230170845985,0.3601869400412626,7,1,7
Theme Of Kalki,Kalki 2898 Ad (Hindi),"Gowtham Bharadwaj, Santhosh Narayanan",3KIrx4RQYwbJ77Ja5PWiNJ,2024-07-12,37,calm,True,60000,152.02702702702703,0.001173993345801,0.2130272326586384,1.0,0.0,1.0,-14.705487,0.0913511291146278,0.1824701867801023,6,0,7
Ta Takkara (Complex Song),Kalki 2898 Ad (Hindi),"Sanjith Hegde, Dhee, Santhosh Narayanan",095ZqawhzjXCNO8tUkyrKr,2024-07-12,28,energetic,True,60000,133.92857142857142,0.0012984477732844,0.2032225521018485,1.0,0.0,1.0,-14.753767,0.0937848761677742,0.193697571721522,4,1,7
Hope of Shambala,Kalki 2898 Ad (Hindi),"Pavithra Chari, Santhosh Narayanan",2bqFklTxKFNRsGTnYdpbBr,2024-07-12,20,calm,False,60000,119.6808510638298,0.001293942480913,0.2065470478859313,1.0,0.0,1.0,-18.388426,0.1018464416265487,0.1785449218969455,4,1,7
Keshava Madhava,Kalki 2898 Ad (Hindi),"Amitabh Bachchan, Santhosh Narayanan",01oul2Pto2wf1fYRupqAnh,2024-07-12,35,sad,True,60000,117.1875,0.0015065335104261,0.1595645149195698,1.0,0.0,1.0,-18.782019,0.0923663452267646,0.2115624034149819,3,0,7
The Great War,Kalki 2898 Ad (Hindi),Santhosh Narayanan,540FOHK1i0QB24aswN36kU,2024-07-12,22,energetic,False,60000,119.6808510638298,0.0014204848848893,0.1532019307678634,1.0,0.1043330363927011,1.0,-21.91718,0.0832200124859809,0.1711469945596488,0,1,7
Ashwa Curse,Kalki 2898 Ad (Hindi),Santhosh Narayanan,28dhGrP3GfAfyBoWm4zJUX,2024-07-12,19,calm,False,60000,98.6842105263158,0.0013514599853709,0.1775326747467117,0.9042315930128098,0.0,1.0,-24.657036,0.0898351669311523,0.1463358516676995,6,0,7
Pursuit of Life,Kalki 2898 Ad (Hindi),Santhosh Narayanan,6Ps9rZUZrBCUPYoLNjG4pj,2024-07-12,14,energetic,False,60000,106.13207547169812,0.0011586271109816,0.1886357355914504,0.7259850949048996,0.0,1.0,-29.073437,0.0926572084426879,0.1331172023365572,5,1,7
A World Of Treasures,Kalki 2898 Ad (Hindi),Santhosh Narayanan,0xqKBSVFT41GzkzJHR2ch9,2024-07-12,12,energetic,False,60000,148.02631578947367,0.0009710916374605,0.1566553098893529,0.4349656403064728,0.0,1.0,-29.184406,0.0903980061411857,0.133248758469514,6,0,7
Manas,Kalki 2898 Ad (Hindi),Santhosh Narayanan,5R4huas5e2tTU6Vt2iTH4V,2024-07-12,11,sad,True,60000,125.0,0.0017051680766771,0.1106851837451119,1.0,0.0342623846591621,1.0,-23.914045,0.0912425369024276,0.1196638573434425,11,1,7
