Spotify ID,Title,Artist,Album,Release Date
6oWMEX3KaxLcbz05KxfMnF,"Jeeva Kannada (From ""Veera Kannadiga"")",Shankar Mahadevan,Shankar Mahadevan Hit Songs,2018-03-03
375bPqL9rvn4TzW1o0uBVo,"Jeeva Kannada (From ""Veera Kannadiga"")",Shankar Mahadevan,Best of Puneeth Rajkumar,2018-03-14
2XtxtGncOKfZGnUHihwyc1,Nana Mele Nanageega,"Arjun Janya, Kushal Gowda, Sonu Nigam",Kannadakkaagi Ondannu Otti (Original Motion Picture Soundtrack),2018-04-21
5peMIgsmsh5MaTLZX3mdKw,"Kannadachu Paal Kudichal - From ""Ulakam Chuttum Valiban""",Jassie Gift,Hits of Jassie Gift,2018-09-24
2bCa1CrXJzaX8fQr9CbgIY,"Kannada Nadina Jeevanadi (From ""Jeevanadhi"") - Male Vocals",S. P. Balasubrahmanyam,Magical Voice of S P Balasubrahmanyam,2018-05-31
6ivQSO5FbAluBU3Td6xkJo,Ommomme Nannannu,"Arjun Janya, Yogaraj Bhat, Shreya Ghoshal",Kannadakkaagi Ondannu Otti (Original Motion Picture Soundtrack),2018-04-21
16ir56E13djPDmECSBcOLn,"Aagumbeya Prema (From ""Aakasmika"")","Rajkumar, Manjula Gururaj",Kannadada Kuvara Dr. Rajkumar,2018-12-25
1bxw7cXQ1b3A55il4EM8uE,"Yello Hutti Yello Haridhu (From ""Anaatharu"")",Hariharan,Hariharan Kannada Hits,2018-04-06
0mEjIiOatPOAuWCwQDEBQV,Kogileye Kogileye,"Pratibha Veeresha, Suma Shastry",Kannadada Kolalu,2018-12-05
5YibwH3BpaVBvXxUUZXrI7,"Naavaduva Nudiye Kannada Nudi (From ""Gandhada Gudi - Ii"")",Rajkumar,Dr. Rajkumar Film Hit Songs,2018-04-24
2q7AnXaichhzwUvUBen1VL,"Baaluvantha Hoove (From ""Aakasmika"")",Rajkumar,Kannadada Kuvara Dr. Rajkumar,2018-12-25
5sjpAXMLli9X0yYnnPUvfF,"Kannada Thayi Bhuvaneshwari (From ""Sakida Gini"")",Rajesh,Karunade Kannada Rajyotsava Special,2018-10-29
3YAqNpqzobIOSSzcuhuYKf,"Kannadachu Paal Kudicha - From ""ulakam Chuttum Valiban""",Jassie Gift,Jayaram Hits,2018-09-14
7fFTchlttxuJTP3HYXwU9n,"Ee Santhelu Siguva (From ""Sundaranga Jaana"")","Shreya Ghoshal, Santhosh Venky",Shreya Ghoshal Kannada Hits,2018-03-10
0zCVXJAS7ZxkuLJNXo400O,Kamba Ramayanamum Mahabharathamum (Episode-5),Kannadasan,Arthamulla Indhumadham,2018
3aYMl7K53LBF07MkkCUDA6,"Kannada Nadina Jeevanadi (From ""Jeevanadhi"") - Male Vocals",S. P. Balasubrahmanyam,Karunade Kannada Rajyotsava Special,2018-10-29
0EleD0DY2yzVgGF1ynac59,Kannadakkaagi Ondannu Otti,"Arjun Janya, Yogaraj Bhat, Vijay Prakash",Kannadakkaagi Ondannu Otti (Original Motion Picture Soundtrack),2018-04-21
0u6rlcW8Ip8xIEmmVEKIay,"Avva Kano Kannada (From ""Pallakki"")",S. P. Balasubrahmanyam,Magical Voice of S P Balasubrahmanyam,2018-05-31
4y5u7PTCDSOgMoK291jBE3,Pen Eppadi Irukka Vaendum (Episode-3),Kannadasan,Arthamulla Indhumadham,2018
