Spotify ID,Title,Artist,Album,Release Date
0YUafTdFhug3eOXULMft1m,"Kannungala Chellangala - ""Tribute To Kaviarasar Kannadasan""",Yuvan Shankar Raja,Nenjam Marappathillai (Original Motion Picture Soundtrack),2016-11-24
2vHm819fi01lYgL7ftOSbr,"Hey Dinakara (From ""Om"")","Hamsalekha, Rajkumar",Retro Gold Kannada,2016-05-20
0Q19X1uGy3Ut9LV64FP8pV,"Oh Gulabiye (From ""Om"")","Hamsalekha, Rajkumar",Retro Gold Kannada,2016-05-20
3PdxoeesvQ5y8CRmRLJ9O0,"Jee Jee Kyajee (From ""Swastik"")","V. Manohar, Rajesh",Retro Gold Kannada,2016-05-20
5KmydUgKPQkNa6pz7PkOr1,Kannada Ene Kunidaaduvudennede,"Sunitha Ananthaswamy, Anitha Ananthaswamy, Nithin Rajaram Shastry, Dr. Kuvempu",Kalisu Guruve,2016-06-15
2SXDqHOOzBLi7h1d8sZE5K,Swamy Ayyappa (Version 1),K. J. Yesudas,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
5wrUNcehu8u4O1UDet8hVu,"Thayare Thayare (From ""Shabdavedhi"")","Hamsalekha, Rajkumar, K. S. Chithra",Retro Gold Kannada,2016-05-20
4ayH2Q4E4c1dJCwtip25Nw,Swamy Ayyappa (Version 2),S. P. Balasubrahmanyam,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
1K6Y4jdAM4oiacGPmtlf5D,Kannada Ene Kunidaaduvudennede (Karaoke),"Sunitha Ananthaswamy, Anitha Ananthaswamy, Nithin Rajaram Shastry, Dr. Kuvempu",Kalisu Guruve,2016-06-15
0YKEP1gqSwR71knuB8YA8E,"Saagariye (From ""Galaate Aliyandru"")","Deva, S. P. Balasubrahmanyam, K. S. Chithra",Retro Gold Kannada,2016-05-20
0gJKriHNxBsUreBspYqfwc,Harivarasanam,K. J. Yesudas,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
3fEi4CviZtwRsEpOHiS6bB,"Hey Hrudaya (From ""Hrudaya Hrudaya"")","Hamsalekha, S. P. Balasubrahmanyam",Retro Gold Kannada,2016-05-20
5vsPH6Bq2GbNRkb4Z17HVK,"Sone Sone (From ""Preethsod Thappa...?"")","Hamsalekha, K. J. Yesudas, Anuradha Sriram",Retro Gold Kannada,2016-05-20
48Gv90e9GsiO6jeVRxo9lC,"Bangaradinda (From ""Preethsod Thappa...?"")","Hamsalekha, K. J. Yesudas, Anuradha Sriram",Retro Gold Kannada,2016-05-20
3bgxcmSAInC7BqmFz8XPOE,"College Kumaru (From ""Om"")","Hamsalekha, Mano",Retro Gold Kannada,2016-05-20
2ljbKY1A5ZbmVcjx2Pvgem,Kannadakkalley,"Reju Joseph, Mridula Warrier",Thank You Very Much (Original Motion Picture Soundtrack),2016-12-30
3afxNOxN3blQrzmeVxdY3J,"Minchuhola (From ""Swastik"")","V. Manohar, Rajesh, Suma Shastry",Retro Gold Kannada,2016-05-20
3AVv3dNIrWmjo3xL9OTPzr,Kannada Gudiya,Ajay Warriar,Hemagiri Ranganatha Mahime,2016-04-12
4qU2xZWJ0suJ95u062Azpe,Kannadanaadalli,Rajkumar Bharathi,Sidarabetta Sideswara,2016-04-12
4V5wtfRjdoh7PDo7qNKFhm,Kannadanaadalli,Rajkumar Bharathi,Sidarabetta Sideswara,2016-04-12
5uPMOrVO9TiOJKbR3dntNR,"Oh Premada (From ""Hrudaya Hrudaya"")","Hamsalekha, Rajkumar, K. S. Chithra",Retro Gold Kannada,2016-05-20
7GVBKt0xbeTgeF2xwpcIya,Hey Gana Nayakane,"Pramodini Rao, Ujwala Acharya","Archita: Kannada Bhajans, Vol. I & II",2016-11-22
7Eu9SO5ITWWFtOgQ0vL9Gl,Kannada Gudiya,Ajay wariyar,Hemagiri Ranganatha Mahime,2016-04-12
43KE31veuk9P9T2IPyjRZk,Shringapureeshwari,"Pramodini Rao, Ujwala Acharya","Archita: Kannada Bhajans, Vol. I & II",2016-11-22
4fqvQYTkRI8vd4uA4lS1kH,Kartika Maasa,Vishnu,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
4pruXTOA76qMMkFacAIQWz,Gantanu Kattu,Veeramani Raju,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
7ilF1NOsAjtREiM97aS2Ol,Siddi Vinayaka,K. Veeramani,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
719PY6Vp21644z7hGJ8PqJ,Male Male Maleye (Kannada Cover),"Raghu Dixit, Vasuki Vaibhav, Kishan D'Souza",Male Male Maleye (Kannada Cover),2016-05-19
0zagQ0Z3LvaCJHYj3JmMM0,Sloka,K. J. Yesudas,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
6UKiYIdLExMxRqhb5yukK0,Thom Thadinna,Madhu Balakrishnan,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
364lA82quxJ1W45AF0kBs2,Kannada Naadige,K. Yuvaraj,Sri Ayyappa Bhakthi Gaana Maale,2016-12-05
5o3bszM5frm5absJVeA1r9,Dakshna Kannada,Narashma Nayak,Adhi Sakthi Sri Mookambhika,2016-04-12
0IuDtwWbS6baIzPufkA1Ow,"Chellidaru Malligeya (From ""Bhagyada Balegara"")",C. Ashwath,Retro Gold Kannada,2016-05-20
3ntONSzsw51dtLFDlIU7nt,Sharadhe,"Pramodini Rao, Ujwala Acharya","Archita: Kannada Bhajans, Vol. I & II",2016-11-22
44ADXwof4sl2uOMHhrMQKC,Lokavella Ninna Roopa,"Puttur Narasimha Nayak, K. Veeramani",Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
59S2RlfIdjvoqR64PgBfIx,Narayanana Priye,"Pramodini Rao, Ujwala Acharya","Archita: Kannada Bhajans, Vol. I & II",2016-11-22
3GvTjHeCS4iqorVVolmEGB,"Nannu Ninna Pallavi (From ""No. 1"")","Sadhu Kokila, Manjula Gururaj",Retro Gold Kannada,2016-05-20
3WxXCNSznKKzvps5KSP8Wf,Orajoopu Kannadagowla,Suryaprakash R,Madhura Ganam,2016-03-07
6dvKbrIMwIjuxsA0wXuM8O,Yaaru Enu Thiladarenu,Rajkumar,Harivarasanam - Ayyappa Kannada Devotional Songs,2016-12-15
1JcW97M9AANf6tOY3dS52w,Sex Chat with Pappu And Papa - Kannada Version,"Superbia, Gourov Dasgupta, Shaan, Roshin Balu, Sunandan, Sathish, Sunil Sirvaiya",Sex Chat with Pappu & Papa - Kannada Version,2016-10-06
2o8RhgMvKT0ngjKFOh4Ool,Nritya Sura Bharati,"Pramodini Rao, Ujwala Acharya","Archita: Kannada Bhajans, Vol. I & II",2016-11-22
5I5Wzkzy0P78BvS9OFvMuV,"Geethanjali (From ""Sarovara"") - Version II","K Kalyan, Badri Prasad, Nagachandrika Bhat",Retro Gold Kannada,2016-05-20
6EpsiJAdwmLownGnOrf1G3,"Oh Chukkigalae (From ""Sarovara"")","K Kalyan, Rajesh Krishnan",Retro Gold Kannada,2016-05-20
461kTD4D4hyvb6O9A3Yenk,Endhendhu,"Pramodini Rao, Ujwala Acharya","Archita: Kannada Bhajans, Vol. I & II",2016-11-22
7enFzQtb6Jau68XjXxDzDF,Vanara Veera,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
0RdGk5Iy5uqzDx4oNCyC1z,Nalidolidu,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
5enCaWm8FEsk9gF2rEIhqv,Nenayuvavara,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
7JsqkY7ujEOPvcgTceODEZ,Vasudeva Narayana,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
6tSMddBS02e58oPjCIAdQE,Kantheradu,Kannadasa,Maravattur Mahima Sri Siddeshwara Darshana,2016-04-12
709nJa1qJaC4HQ929zvyWh,Kantheradu,Kannadasa,Maravattur Mahima Sri Siddeshwara Darshana,2016-04-12
5fCxrFuyk5Vtcs2YPIp5Db,Ninnada - Kannada - Adi,"Umayalpuram K. Sivaraman, N. Ramani, A. Kanyakumari",Swanuboothi,2016-01-21
3klmZLX4qln4wy1hJr9KFZ,Yekaluve Yelle Jeeva,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
7pfhnO2l9IhAzKPfP5yjah,Nudi Mana Rama Nama,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
6XtnhP6YdZShLaojvTvQIo,Love You Papa - Kannada Version,"Superbia, Gourov Dasgupta, Shaan, Roshin Balu, Sathish",Love You Papa - Kannada Version,2016-10-06
17tNs1z4n5akQHM78Ii23m,Yava Janmadha Punya Palavo,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
1k9GuAYOovkK70uCIj4O2d,Harasu Yenanu,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
51WPuLHxxjcVoqcEAAR5Fv,Enthu Balu Thideno,Pramodini Rao,"Archita: Kannada Bhajans, Vol. I & II",2016-11-22
7auyqo35rpg1e9wvSyp71S,"Gabriela Loves Summersaults, Trumpets, and Kannada",de Moya,"Songs of Love: Latin Spanish, Vol. 31",2016-06-27
2AjQH84bZhStKZ1C1vwx2K,"Jeter Loves Field Trip, Bocce, and Kannada",de Moya,"Songs of Love: Latin Spanish, Vol. 40",2016-06-27
6Q1QWOSMRYNmQVhpiwvrlQ,"Nicholas Loves Suits, Playing, and Kannada",T. Jones,"Songs of Love: Childrens, Vol. 2",2016-02-01
3JHrQx2ou56YLjhN6OqH58,Asada,Kannadasa,Maravattur Mahima Sri Siddeshwara Darshana,2016-04-12
